,experiment_id,number,type,calendar_time,cum_fec,Laboratory identifier,Internal cell serial,Testpoint,Measurement start date,Measurement device used,Test channel,Climate chamber used,Climate chamber temperature setpoint,Position within climate chamber,Q_mean,Q_charge,Q_discharge,t_charge,t_discharge
3164,TP_z12_01_2,2,ZYK,9,29.4336,HM,TP_z12_01,z12,12.02.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,,,,,
3165,TP_z12_01_2,3,CU,17,29.4336,HM,TP_z12_01,z12,19.02.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,4.798850056004494,4.792447619181572,4.8052524928274165,14808.241,24670.069
3166,TP_z12_01_2,4,ZYK,17,58.849000000000004,HM,TP_z12_01,z12,20.02.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,,,,,
3167,TP_z12_01_2,5,CU,25,58.849000000000004,HM,TP_z12_01,z12,27.02.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,4.783836941915659,4.777044125728395,4.790629758102923,14725.604,24553.627
3168,TP_z12_01_2,6,ZYK,25,88.4076,HM,TP_z12_01,z12,28.02.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,,,,,
3169,TP_z12_01_2,7,exCU,33,88.4076,HM,TP_z12_01,z12,07.03.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,4.767456620042921,4.761046033649468,4.773867206436375,14792.137,24616.4
3170,TP_z12_01_2,8,ZYK,34,147.3325,HM,TP_z12_01,z12,09.03.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,,,,,
3171,TP_z12_01_2,9,CU,48,147.3325,HM,TP_z12_01,z12,22.03.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,4.74594225259255,4.739635594570673,4.752248910614426,14751.447,24545.66
3172,TP_z12_01_2,10,ZYK,49,206.2341,HM,TP_z12_01,z12,24.03.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,,,,,
3173,TP_z12_01_2,11,CU,64,206.2341,HM,TP_z12_01,z12,07.04.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,4.731320082314559,4.725514856630174,4.7371253079989435,14741.884,24518.663
3174,TP_z12_01_2,12,ZYK,64,265.19530000000003,HM,TP_z12_01,z12,08.04.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,,,,,
3175,TP_z12_01_2,13,exCU,79,265.19530000000003,HM,TP_z12_01,z12,22.04.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,4.71292489988603,4.707289515102192,4.718560284669867,14744.894,24510.864
3176,TP_z12_01_2,14,ZYK,80,382.9046,HM,TP_z12_01,z12,24.04.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,,,,,
3177,TP_z12_01_2,15,CU,109,382.9046,HM,TP_z12_01,z12,22.05.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,4.688268583707385,4.682958249993984,4.693578917420788,14737.518,24487.459
3178,TP_z12_01_2,16,ZYK,109,500.7178,HM,TP_z12_01,z12,23.05.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,,,,,
3179,TP_z12_01_2,17,CU,138,500.7178,HM,TP_z12_01,z12,20.06.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,4.66586616624695,4.6607526649352815,4.670979667558617,14729.89,24460.01
3180,TP_z12_01_2,18,ZYK,138,618.4469,HM,TP_z12_01,z12,21.06.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,,,,,
3181,TP_z12_01_2,19,exCU,167,618.4469,HM,TP_z12_01,z12,19.07.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,4.648172895053243,4.643458628024883,4.652887162081602,14719.114,24431.699
3182,TP_z12_01_2,20,ZYK,168,736.3235,HM,TP_z12_01,z12,21.07.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,,,,,
3183,TP_z12_01_2,21,CU,196,736.3235,HM,TP_z12_01,z12,18.08.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,4.628677133115472,4.624152528260905,4.63320173797004,14706.006,24399.041
3184,TP_z12_01_2,22,ZYK,197,860.6623999999999,HM,TP_z12_01,z12,19.08.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,,,,,
3185,TP_z12_01_2,23,CU,229,860.6623999999999,HM,TP_z12_01,z12,20.09.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,4.61146268755714,4.606625441075084,4.616299934039195,14696.165,24373.766
3186,TP_z12_01_2,24,ZYK,230,978.4331,HM,TP_z12_01,z12,21.09.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,,,,,
3187,TP_z12_01_2,25,exCU,258,978.4331,HM,TP_z12_01,z12,19.10.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,4.5948131707263045,4.590124719215603,4.599501622237007,14686.352,24345.807
3188,TP_z12_01_2,26,ZYK,260,1096.2471,HM,TP_z12_01,z12,21.10.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,,,,,
3189,TP_z12_01_2,27,CU,288,1096.2471,HM,TP_z12_01,z12,18.11.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,4.578057143760006,4.573536825508302,4.58257746201171,14678.43,24330.653
3190,TP_z12_01_2,28,ZYK,289,1213.8647,HM,TP_z12_01,z12,19.11.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,,,,,
3191,TP_z12_01_2,29,CU,317,1213.8647,HM,TP_z12_01,z12,17.12.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,4.565126229821596,4.560422185157293,4.5698302744858985,14664.534,24295.033
3192,TP_z12_01_2,30,ZYK,318,1331.615,HM,TP_z12_01,z12,18.12.23,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,,,,,
3193,TP_z12_01_2,31,exCU,346,1331.615,HM,TP_z12_01,z12,15.01.24,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,4.549705360010082,4.545790684647249,4.553620035372915,14665.371,24303.954
3194,TP_z12_01_2,32,ZYK,348,1449.2015000000001,HM,TP_z12_01,z12,17.01.24,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,,,,,
3195,TP_z12_01_2,33,AT_T23,381,1449.2015000000001,HM,TP_z12_01,z12,13.02.24,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,23°C,bottom rear left,4.551409104185823,4.548793918163407,4.554024290208239,481409.493,491068.569
3196,TP_z12_01_2,33,AT_T45,378,1449.2015000000001,HM,TP_z12_01,z12,13.02.24,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,45°C,bottom rear left,4.617793639016728,4.619203027928142,4.616384250105315,247063.454,256074.215
3197,TP_z12_01_2,33,AT_T10,376,1449.2015000000001,HM,TP_z12_01,z12,13.02.24,"BaSyTec, SN:1936",CH00/CH01,ATT DY200T,10°C,bottom rear left,4.4447919276762615,4.439818806395018,4.449765048957504,15287.038,25861.421
3198,TP_z12_02_1,1,ET_T10,0,0.0,INT,INT035,z12,12.10.2021,"Basytec CTS, SN:CTS.X.13.00.0354",CH10/11,Binder MK240 #Schroedinger,10°C,16,4.735743580358416,4.754298204959414,4.717188955757417,62955.0877,73330.1797
3199,TP_z12_02_1,1,ET_T45,2,0.0,INT,INT035,z12,15.10.2021,"Basytec CTS, SN:CTS.X.13.00.0354",CH10/11,Binder MK240 #Schroedinger,45°C,16,4.927991225873701,4.931246628486367,4.9247358232610345,17923.1144,27284.4026
3200,TP_z12_02_1,1,ET_T23,5,0.0,INT,INT035,z12,18.10.2021,"Basytec CTS, SN:CTS.X.13.00.0354",CH10/11,Binder MK240 #Schroedinger,23°C,16,4.81587308572313,4.810631177553025,4.821114993893235,16379.696,26191.699
3201,TP_z12_02_1,2,ZYK,20,27.9851,INT,INT035,z12,02.11.2021,"Basytec CTS, SN:CTS.X.13.00.0355",CH20/21,Binder MK240 #Schroedinger,35°C,28,,,,,
3202,TP_z12_02_1,3,CU,30,27.9851,INT,INT035,z12,12.11.2021,"Basytec CTS, SN:CTS.X.13.00.0355",CH20/21,Binder MK240 #Schroedinger,23°C,28,4.814070780022879,4.802328591810447,4.8258129682353115,13923.6989,23670.2105
3203,TP_z12_02_1,4,ZYK,33,57.998400000000004,INT,INT035,z12,15.11.2021,"Basytec CTS, SN:CTS.X.13.00.0355",CH20/21,Binder MK240 #Schroedinger,35°C,28,,,,,
3204,TP_z12_02_1,5,CU,43,57.998400000000004,INT,INT035,z12,25.11.2021,"Basytec CTS, SN:CTS.X.13.00.0355",CH20/21,Binder MK240 #Schroedinger,23°C,28,4.807799896317161,4.797214395719525,4.818385396914797,13897.2842,23622.4191
3205,TP_z12_02_1,6,ZYK,44,85.9846,INT,INT035,z12,26.11.2021,"Basytec CTS, SN:CTS.X.13.00.0355",CH20/21,Binder MK240 #Schroedinger,35°C,28,,,,,
3206,TP_z12_02_1,7,exCU,53,85.9846,INT,INT035,z12,05.12.2021,"Basytec CTS, SN:CTS.X.13.00.0355",CH20/21,Binder MK240 #Schroedinger,23°C,28,4.800596162044069,4.789758573744538,4.811433750343601,13903.0283,23615.8516
3207,TP_z12_02_1,8,ZYK,58,141.9838,INT,INT035,z12,10.12.2021,"Basytec CTS, SN:CTS.X.13.00.0354",CH20/21,Binder MK240 #Schroedinger,35°C,28,,,,,
3208,TP_z12_02_1,9,CU,74,141.9838,INT,INT035,z12,26.12.2021,"Basytec CTS, SN:CTS.X.13.00.0354",CH20/21,Binder MK240 #Schroedinger,23°C,28,4.783180680417514,4.771336629241792,4.795024731593236,13917.7018,23613.3323
3209,TP_z12_02_1,10,ZYK,77,197.9755,INT,INT035,z12,29.12.2021,"Basytec CTS, SN:CTS.X.13.00.0354",CH20/21,Binder MK240 #Schroedinger,35°C,28,,,,,
3210,TP_z12_02_1,11,CU,91,197.9755,INT,INT035,z12,12.01.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH20/21,Binder MK240 #Schroedinger,23°C,28,4.772526281282039,4.760773539775066,4.784279022789011,14606.9034,24288.1452
3211,TP_z12_02_1,12,ZYK,100,253.9412,INT,INT035,z12,21.01.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH20/21,Binder MK240 #Schroedinger,35°C,28,,,,,
3212,TP_z12_02_1,13,exCU,116,253.9412,INT,INT035,z12,06.02.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH20/21,Binder MK240 #Schroedinger,23°C,28,4.762909637524315,4.751618808056137,4.774200466992491,13879.2698,23575.9877
3213,TP_z12_02_1,14,ZYK,121,365.8481,INT,INT035,z12,11.02.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH20/21,Binder MK240 #Schroedinger,35°C,28,,,,,
3214,TP_z12_02_1,15,CU,152,365.8481,INT,INT035,z12,14.03.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH20/21,Binder MK240 #Schroedinger,23°C,28,4.744674693829704,4.733730930263315,4.755618457396093,13918.2841,23601.0831
3215,TP_z12_02_1,16,ZYK,163,477.7684,INT,INT035,z12,25.03.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH20/21,Binder MK240 #Schroedinger,35°C,28,,,,,
3216,TP_z12_02_1,17,CU,201,477.7684,INT,INT035,z12,02.05.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH20/21,Binder MK240 #Schroedinger,23°C,28,4.73143995280045,4.7208777662759625,4.7420021393249385,13907.0112,23566.1135
3217,TP_z12_02_1,18,ZYK,208,589.706,INT,INT035,z12,09.05.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH20/21,Binder MK240 #Schroedinger,35°C,28,,,,,
3218,TP_z12_02_1,19,exCU,237,589.706,INT,INT035,z12,07.06.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH20/21,Binder MK240 #Schroedinger,23°C,28,4.7194775527215,4.7097029483533674,4.729252157089633,13861.9042,23500.7062
3219,TP_z12_02_1,20,ZYK,243,701.6551000000001,INT,INT035,z12,13.06.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH20/21,Binder MK240 #Schroedinger,35°C,28,,,,,
3220,TP_z12_02_1,21,CU,278,701.6551000000001,INT,INT035,z12,18.07.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH20/21,Binder MK240 #Schroedinger,23°C,28,4.7050394296279165,4.695998464429541,4.714080394826292,13859.4096,23488.6878
3221,TP_z12_02_1,22,ZYK,282,813.6005,INT,INT035,z12,22.07.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH20/21,Binder MK240 #Schroedinger,35°C,28,,,,,
3222,TP_z12_02_1,23,CU,310,813.6005,INT,INT035,z12,19.08.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH20/21,Binder MK240 #Schroedinger,23°C,28,4.69520842286869,4.68754839831557,4.702868447421809,14536.1639,24148.5795
3223,TP_z12_02_1,24,ZYK,314,925.5462,INT,INT035,z12,23.08.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH20/21,Binder MK240 #Schroedinger,35°C,28,,,,,
3224,TP_z12_02_1,25,AT_T45,348,925.5462,INT,INT035,z12,26.09.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH20/21,Binder MK240 #Schroedinger,45°C,28,4.745371367383312,4.7440272153247145,4.74671551944191,17758.3536,26885.7724
3225,TP_z12_02_1,25,AT_T23,351,925.5462,INT,INT035,z12,29.09.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH20/21,Binder MK240 #Schroedinger,23°C,28,4.67174536842281,4.6677097140344195,4.675781022811202,17747.0182,27337.3028
3226,TP_z12_02_1,25,AT_T10,345,925.5462,INT,INT035,z12,23.09.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH20/21,Binder MK240 #Schroedinger,10°C,28,4.611989593592741,4.600600842696639,4.623378344488842,15008.1564,25433.5375
3227,TP_z12_02_2,1,ET_T10,0,0.0,HM,TP_z12_02,z12,02.02.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,10°C,bottom rear left,4.73061946931143,4.715573093151264,4.745665845471595,14709.159,25240.041
3228,TP_z12_02_2,1,ET_T45,4,0.0,HM,TP_z12_02,z12,04.02.2023,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,45°C,bottom rear left,4.960640802611088,4.961800262355848,4.959481342866328,256297.553,265740.876
3229,TP_z12_02_2,1,ET_T23,10,29.6051,HM,TP_z12_02,z12,07.02.2023,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,4.872016237671391,4.865578424366222,4.87845405097656,501564.939,511454.843
3230,TP_z12_02_2,2,ZYK,9,29.6051,HM,TP_z12_02,z12,12.02.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,,,,,
3231,TP_z12_02_2,3,CU,17,29.6051,HM,TP_z12_02,z12,19.02.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,4.826809476133256,4.819964126792574,4.833654825473937,14790.218,24634.384
3232,TP_z12_02_2,4,ZYK,17,59.1846,HM,TP_z12_02,z12,20.02.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,,,,,
3233,TP_z12_02_2,5,CU,25,59.1846,HM,TP_z12_02,z12,27.02.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,4.808589765727983,4.801767565769459,4.815411965686507,14767.465,24590.451
3234,TP_z12_02_2,6,ZYK,25,88.6529,HM,TP_z12_02,z12,28.02.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,,,,,
3235,TP_z12_02_2,7,exCU,33,88.6529,HM,TP_z12_02,z12,07.03.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,4.794878842983165,4.7888078323347045,4.800949853631625,14757.013,24560.999
3236,TP_z12_02_2,8,ZYK,34,147.6685,HM,TP_z12_02,z12,09.03.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,,,,,
3237,TP_z12_02_2,9,CU,48,147.6685,HM,TP_z12_02,z12,22.03.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,4.774013567831387,4.768018429621533,4.780008706041242,14739.96,24506.564
3238,TP_z12_02_2,10,ZYK,49,206.6701,HM,TP_z12_02,z12,24.03.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,,,,,
3239,TP_z12_02_2,11,CU,64,206.6701,HM,TP_z12_02,z12,07.04.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,4.757190266168235,4.750741392927461,4.763639139409008,14738.456,24481.96
3240,TP_z12_02_2,12,ZYK,64,265.4633,HM,TP_z12_02,z12,08.04.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,,,,,
3241,TP_z12_02_2,13,exCU,79,265.4633,HM,TP_z12_02,z12,22.04.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,4.7409470066563895,4.735437518069329,4.746456495243451,14731.133,24463.281
3242,TP_z12_02_2,14,ZYK,80,383.1392,HM,TP_z12_02,z12,24.04.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,,,,,
3243,TP_z12_02_2,15,CU,109,383.1392,HM,TP_z12_02,z12,22.05.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,4.713942677267908,4.707339485702122,4.720545868833693,14722.855,24414.098
3244,TP_z12_02_2,16,ZYK,109,500.865,HM,TP_z12_02,z12,23.05.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,,,,,
3245,TP_z12_02_2,17,CU,138,500.865,HM,TP_z12_02,z12,20.06.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,4.689626240875267,4.683609162646135,4.695643319104399,14723.241,24400.711
3246,TP_z12_02_2,18,ZYK,138,618.4668,HM,TP_z12_02,z12,21.06.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,,,,,
3247,TP_z12_02_2,19,exCU,166,618.4668,HM,TP_z12_02,z12,19.07.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,4.669832404130847,4.664126688979637,4.675538119282058,14696.829,24351.223
3248,TP_z12_02_2,20,ZYK,168,736.1689,HM,TP_z12_02,z12,21.07.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,,,,,
3249,TP_z12_02_2,21,CU,196,736.1689,HM,TP_z12_02,z12,18.08.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,4.651114335350259,4.645523365611032,4.6567053050894875,14688.682,24317.631
3250,TP_z12_02_2,22,ZYK,197,860.6282,HM,TP_z12_02,z12,19.08.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,,,,,
3251,TP_z12_02_2,23,CU,229,860.6282,HM,TP_z12_02,z12,20.09.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,4.632971213780775,4.627521314969599,4.638421112591951,14686.287,24302.314
3252,TP_z12_02_2,24,ZYK,230,978.2293,HM,TP_z12_02,z12,21.09.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,,,,,
3253,TP_z12_02_2,25,exCU,258,978.2293,HM,TP_z12_02,z12,19.10.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,4.615819249812988,4.609972310918591,4.621666188707385,14676.557,24275.971
3254,TP_z12_02_2,26,ZYK,260,1095.8651,HM,TP_z12_02,z12,21.10.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,,,,,
3255,TP_z12_02_2,27,CU,288,1095.8651,HM,TP_z12_02,z12,18.11.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,4.599995288123161,4.5942462703823335,4.605744305863987,14663.631,24253.056
3256,TP_z12_02_2,28,ZYK,289,1213.568,HM,TP_z12_02,z12,19.11.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,,,,,
3257,TP_z12_02_2,29,CU,317,1213.568,HM,TP_z12_02,z12,17.12.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,4.586439662230747,4.581184714471528,4.591694609989966,14649.211,24210.782
3258,TP_z12_02_2,30,ZYK,318,1331.1569,HM,TP_z12_02,z12,18.12.23,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,,,,,
3259,TP_z12_02_2,31,exCU,346,1331.1569,HM,TP_z12_02,z12,15.01.24,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,4.569820222842708,4.564875082706616,4.574765362978799,14647.981,24210.553
3260,TP_z12_02_2,32,ZYK,348,1448.7865,HM,TP_z12_02,z12,17.01.24,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,,,,,
3261,TP_z12_02_2,33,AT_T23,381,1448.7865,HM,TP_z12_02,z12,13.02.24,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,23°C,bottom rear left,4.5727459446596805,4.570119485880436,4.575372403438925,481398.953,490999.989
3262,TP_z12_02_2,33,AT_T45,378,1448.7865,HM,TP_z12_02,z12,13.02.24,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,45°C,bottom rear left,4.632306161220054,4.637835842274686,4.626776480165421,247065.834,256093.179
3263,TP_z12_02_2,33,AT_T10,376,1448.7865,HM,TP_z12_02,z12,13.02.24,"BaSyTec, SN:1936",CH02/CH03,ATT DY200T,10°C,bottom rear left,4.462872555781194,4.458159586718763,4.467585524843627,15274.837,25823.969
3264,TP_z12_03_1,1,ET_T23,5,0.0,INT,INT036,z12,18.10.2021,"Basytec CTS, SN:CTS.X.13.00.0354",CH12/13,Binder MK240 #Schroedinger,23°C,17,4.83735952681381,4.831556918282204,4.843162135345415,16363.504,26213.481
3265,TP_z12_03_1,1,ET_T45,2,0.0,INT,INT036,z12,15.10.2021,"Basytec CTS, SN:CTS.X.13.00.0354",CH12/13,Binder MK240 #Schroedinger,45°C,17,4.945022821970047,4.947345870711201,4.942699773228894,17936.3916,27306.1737
3266,TP_z12_03_1,1,ET_T10,0,0.0,INT,INT036,z12,12.10.2021,"Basytec CTS, SN:CTS.X.13.00.0354",CH12/13,Binder MK240 #Schroedinger,10°C,17,4.763874834527295,4.776542494931678,4.7512071741229125,62872.8348,73229.9928
3267,TP_z12_03_1,2,ZYK,20,28.0085,INT,INT036,z12,02.11.2021,"Basytec CTS, SN:CTS.X.13.00.0355",CH22/23,Binder MK240 #Schroedinger,35°C,29,,,,,
3268,TP_z12_03_1,3,CU,30,28.0085,INT,INT036,z12,12.11.2021,"Basytec CTS, SN:CTS.X.13.00.0355",CH22/23,Binder MK240 #Schroedinger,23°C,29,4.826605362109307,4.816577774601487,4.836632949617127,13930.2593,23763.2958
3269,TP_z12_03_1,4,ZYK,33,58.0445,INT,INT036,z12,15.11.2021,"Basytec CTS, SN:CTS.X.13.00.0355",CH22/23,Binder MK240 #Schroedinger,35°C,29,,,,,
3270,TP_z12_03_1,5,CU,43,58.0445,INT,INT036,z12,25.11.2021,"Basytec CTS, SN:CTS.X.13.00.0355",CH22/23,Binder MK240 #Schroedinger,23°C,29,4.8207116165487385,4.811240736032047,4.830182497065431,13906.1949,23711.9715
3271,TP_z12_03_1,6,ZYK,44,86.0547,INT,INT036,z12,26.11.2021,"Basytec CTS, SN:CTS.X.13.00.0355",CH22/23,Binder MK240 #Schroedinger,35°C,29,,,,,
3272,TP_z12_03_1,8,ZYK,58,142.0395,INT,INT036,z12,10.12.2021,"Basytec CTS, SN:CTS.X.13.00.0354",CH22/23,Binder MK240 #Schroedinger,35°C,29,,,,,
3273,TP_z12_03_1,9,CU,74,142.0395,INT,INT036,z12,26.12.2021,"Basytec CTS, SN:CTS.X.13.00.0354",CH22/23,Binder MK240 #Schroedinger,23°C,29,4.7937511485027375,4.78191171905578,4.805590577949696,13929.2665,23729.1577
3274,TP_z12_03_1,10,ZYK,77,198.0408,INT,INT036,z12,29.12.2021,"Basytec CTS, SN:CTS.X.13.00.0354",CH22/23,Binder MK240 #Schroedinger,35°C,29,,,,,
3275,TP_z12_03_1,11,CU,91,198.0408,INT,INT036,z12,12.01.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH22/23,Binder MK240 #Schroedinger,23°C,29,4.786189160326074,4.774413016756137,4.797965303896012,14598.2405,24364.0061
3276,TP_z12_03_1,12,ZYK,100,254.0516,INT,INT036,z12,21.01.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH22/23,Binder MK240 #Schroedinger,35°C,29,,,,,
3277,TP_z12_03_1,13,exCU,116,254.0516,INT,INT036,z12,06.02.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH22/23,Binder MK240 #Schroedinger,23°C,29,4.774934460855199,4.763549770157897,4.786319151552503,13877.9187,23670.4383
3278,TP_z12_03_1,14,ZYK,121,366.0127,INT,INT036,z12,11.02.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH22/23,Binder MK240 #Schroedinger,35°C,29,,,,,
3279,TP_z12_03_1,15,CU,152,366.0127,INT,INT036,z12,14.03.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH22/23,Binder MK240 #Schroedinger,23°C,29,4.756671013214705,4.744906380909968,4.768435645519442,13919.121,23694.1923
3280,TP_z12_03_1,16,ZYK,163,477.9847,INT,INT036,z12,25.03.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH22/23,Binder MK240 #Schroedinger,23°C,29,,,,,
3281,TP_z12_03_1,17,CU,201,477.9847,INT,INT036,z12,02.05.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH22/23,Binder MK240 #Schroedinger,23°C,29,4.744469417319468,4.733065680854912,4.755873153784026,13904.0415,23663.7882
3282,TP_z12_03_1,18,ZYK,208,589.958,INT,INT036,z12,09.05.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH22/23,Binder MK240 #Schroedinger,35°C,29,,,,,
3283,TP_z12_03_1,19,exCU,237,589.958,INT,INT036,z12,07.06.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH22/23,Binder MK240 #Schroedinger,23°C,29,4.731092363115337,4.72022800655276,4.741956719677915,13861.3275,23607.9852
3284,TP_z12_03_1,20,ZYK,243,701.9094,INT,INT036,z12,13.06.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH22/23,Binder MK240 #Schroedinger,35°C,29,,,,,
3285,TP_z12_03_1,21,CU,278,701.9094,INT,INT036,z12,18.07.2022,"Basytec CTS, SN:CTS.X.13.00.0354",CH22/23,Binder MK240 #Schroedinger,23°C,29,4.716799066476545,4.706393907081203,4.727204225871886,13863.4915,23599.6253
