,experiment_id,number,type,calendar_time,cum_fec,Laboratory identifier,Internal cell serial,Testpoint,Measurement start date,Measurement device used,Test channel,Climate chamber used,Climate chamber temperature setpoint,Position within climate chamber,Q_mean,Q_charge,Q_discharge,t_charge,t_discharge
1472,TP_z02_01_2,1,ET_T45,4,0.0,SIE,117,z02,01.02.2023,BaSyTec GSM.X.62.43.0427,CH03,"Binder KB115 #10, SN:20200000019983",45°C,bottom halb right,4.959723283609527,4.962927305251821,4.956519261967235,260101.682,269547.736
1473,TP_z02_01_2,1,ET_T23,11,0.0,SIE,117,z02,04.02.2023,BaSyTec GSM.X.62.43.0427,CH03,"Binder KB115 #10, SN:20200000019983",23°C,bottom halb right,4.848175773991228,4.843894752200969,4.852456795781487,599745.409,609636.781
1474,TP_z02_01_2,2,ZYK,13,110.385,SIE,117,z02,13.02.2023,BaSyTec GSM.X.62.43.0427,CH03,"Binder KB115 #10, SN:20200000019983",45°C,bottom halb right,,,,,
1475,TP_z02_01_2,3,CU,22,110.385,SIE,117,z02,21.02.2023,BaSyTec GSM.X.62.43.0427,CH03,"Binder KB115 #10, SN:20200000019983",23°C,bottom halb right,4.761580932756885,4.761760061038483,4.7614018044752875,19390.364,29282.506
1476,TP_z02_01_2,4,ZYK,22,206.3958,SIE,117,z02,22.02.2023,BaSyTec GSM.X.62.43.0427,CH03,"Binder KB115 #10, SN:20200000019983",45°C,bottom halb right,,,,,
1477,TP_z02_01_2,5,CU,29,206.3958,SIE,117,z02,28.02.2023,BaSyTec GSM.X.62.43.0427,CH03,"Binder KB115 #10, SN:20200000019983",23°C,bottom halb right,4.697295852150047,4.696578537821454,4.698013166478639,17287.025,27107.657
1478,TP_z02_01_2,7,exCU,35,206.49630000000002,SIE,117,z02,07.03.2023,BaSyTec GSM.X.62.43.0427,CH03,"Binder KB115 #10, SN:20200000019983",23°C,bottom halb right,4.652666824588595,4.6508709796895396,4.65446266948765,13583.859,23362.475
1479,TP_z02_01_2,8,ZYK,37,393.0915,SIE,117,z02,09.03.2023,BaSyTec GSM.X.62.43.0427,CH03,"Binder KB115 #10, SN:20200000019983",45°C,bottom halb right,,,,,
1480,TP_z02_01_2,9,CU,49,393.0915,SIE,117,z02,21.03.2023,BaSyTec GSM.X.62.43.0427,CH03,"Binder KB115 #10, SN:20200000019983",23°C,bottom halb right,4.580379681184738,4.579893199855529,4.580866162513947,2501.954,12207.228
1481,TP_z02_01_2,10,ZYK,50,596.9008,SIE,117,z02,22.03.2023,BaSyTec GSM.X.62.43.0427,CH03,"Binder KB115 #10, SN:20200000019983",45°C,bottom halb right,,,,,
1482,TP_z02_01_2,11,CU,63,596.9008,SIE,117,z02,04.04.2023,BaSyTec GSM.X.62.43.0427,CH03,"Binder KB115 #10, SN:20200000019983",23°C,bottom halb right,4.516159621156525,4.515701291884259,4.516617950428793,3915.875,13560.072
1483,TP_z02_01_2,12,ZYK,64,800.6514,SIE,117,z02,05.04.2023,BaSyTec GSM.X.62.43.0427,CH03,"Binder KB115 #10, SN:20200000019983",45°C,bottom halb right,,,,,
1484,TP_z02_01_2,13,exCU,77,800.6514,SIE,117,z02,18.04.2023,BaSyTec GSM.X.62.43.0427,CH03,"Binder KB115 #10, SN:20200000019983",23°C,bottom halb right,4.442206656382682,4.446621196592711,4.437792116172653,13332.492,22924.167
1485,TP_z02_01_2,14,ZYK,79,1212.3216,SIE,117,z02,20.04.2023,BaSyTec GSM.X.62.43.0427,CH03,"Binder KB115 #10, SN:20200000019983",45°C,bottom halb right,,,,,
1486,TP_z02_01_2,15,CU,106,1212.3216,SIE,117,z02,16.05.2023,BaSyTec GSM.X.62.43.0427,CH03,"Binder KB115 #10, SN:20200000019983",23°C,bottom halb right,4.173194173541116,4.2071785484443645,4.139209798637869,15764.014,25275.427
1487,TP_z02_01_2,16,AT_T10,365,1212.3216,SIE,117,z02,30.01.2024,BaSyTec GSM.X.62.43.0427,CH03,"Binder KB115 #10, SN:20200000019983",10°C,bottom halb right,4.11114692516646,4.115236768813596,4.107057081519323,15241.886,25266.239
1488,TP_z02_01_2,16,AT_T45,370,1212.3216,SIE,117,z02,30.01.2024,BaSyTec GSM.X.62.43.0427,CH03,"Binder KB115 #10, SN:20200000019983",45°C,bottom halb right,4.359956551658528,4.3589990272975765,4.36091407601948,511659.068,520536.216
1489,TP_z02_01_2,16,AT_T23,373,1212.3216,SIE,117,z02,30.01.2024,BaSyTec GSM.X.62.43.0427,CH03,"Binder KB115 #10, SN:20200000019983",23°C,bottom halb right,4.247842458022654,4.250467598109684,4.245217317935624,764624.677,773993.604
1490,TP_z02_02_1,1,ET_T10,245,204.0543,SIE,S023,z02,21.09.2021,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,10°C,bottom right,4.760143386404822,4.753296698370943,4.7669900744387,27699.828,38225.335
1491,TP_z02_02_1,1,ET_T45,250,204.0543,SIE,S023,z02,23.09.2021,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,45°C,bottom right,4.920873900610063,4.927225933966844,4.914521867253283,274215.987,283568.166
1492,TP_z02_02_1,1,ET_T23,257,204.0543,SIE,S023,z02,26.09.2021,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,4.82247780075289,4.822538457056502,4.822417144449278,625717.411,635532.236
1493,TP_z02_02_1,2,ZYK,259,256.93600000000004,SIE,S023,z02,05.10.2021,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,,,,,
1494,TP_z02_02_1,3,CU,267,256.93600000000004,SIE,S023,z02,13.10.2021,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,4.802254222220744,4.798575448363072,4.805932996078416,14233.146,24053.707
1495,TP_z02_02_1,4,ZYK,269,310.107,SIE,S023,z02,15.10.2021,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,,,,,
1496,TP_z02_02_1,5,CU,280,310.107,SIE,S023,z02,26.10.2021,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,4.79499249009592,4.792117946716863,4.797867033474977,14183.604,23991.123
1497,TP_z02_02_1,6,ZYK,281,363.19390000000004,SIE,S023,z02,27.10.2021,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,,,,,
1498,TP_z02_02_1,7,exCU,288,363.19390000000004,SIE,S023,z02,03.11.2021,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,4.780212355918632,4.777432498314563,4.782992213522702,3576.914,13365.42
1499,TP_z02_02_1,8,ZYK,294,469.39930000000004,SIE,S023,z02,09.11.2021,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,,,,,
1500,TP_z02_02_1,9,CU,308,469.39930000000004,SIE,S023,z02,23.11.2021,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,4.752246175160114,4.749318402296754,4.755173948023475,13754.353,23499.541
1501,TP_z02_02_1,10,ZYK,309,566.8389000000001,SIE,S023,z02,24.11.2021,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,,,,,
1502,TP_z02_02_1,11,CU,322,566.8389000000001,SIE,S023,z02,07.12.2021,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,4.747247243193311,4.7458692838467815,4.74862520253984,13882.004,23593.417
1503,TP_z02_02_1,12,ZYK,323,657.1499000000001,SIE,S023,z02,08.12.2021,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,,,,,
1504,TP_z02_02_1,13,CU,336,868.6757000000001,SIE,S023,z02,21.12.2021,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,4.736516039415958,4.735382785679826,4.7376492931520895,13677.944,23413.843
1505,TP_z02_02_1,14,ZYK,336,868.6757000000001,SIE,S023,z02,21.12.2021,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,,,,,
1506,TP_z02_02_1,15,CU,364,868.6757000000001,SIE,S023,z02,18.01.2022,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,4.7150306357729415,4.715803580114122,4.714257691431761,16240.33,25969.565
1507,TP_z02_02_1,16,ZYK,0,204.0543,SIE,S023,z02,19.01.2021,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,,,,,
1508,TP_z02_02_1,17,CU,392,868.6757000000001,SIE,S023,z02,15.02.2022,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,4.693501652322049,4.695325084913658,4.6916782197304405,13626.303,23335.328
1509,TP_z02_02_1,18,ZYK,393,1072.7267000000002,SIE,S023,z02,16.02.2022,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,,,,,
1510,TP_z02_02_1,19,exCU,420,1072.7267000000002,SIE,S023,z02,15.03.2022,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,4.6729952681885125,4.675241563508852,4.670748972868173,13554.136,23246.029
1511,TP_z02_02_1,20,ZYK,421,1221.7695,SIE,S023,z02,16.03.2022,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,,,,,
1512,TP_z02_02_1,21,CU,441,1221.7695,SIE,S023,z02,05.04.2022,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,4.654169227333756,4.656144032738543,4.652194421928969,13740.758,23413.314
1513,TP_z02_02_1,22,ZYK,442,1425.8084000000001,SIE,S023,z02,06.04.2022,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,,,,,
1514,TP_z02_02_1,23,CU,469,1425.8084000000001,SIE,S023,z02,03.05.2022,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,4.63633461401067,4.639259990927616,4.633409237093723,13548.967,23211.335
1515,TP_z02_02_1,24,ZYK,470,1629.8372000000002,SIE,S023,z02,04.05.2022,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,,,,,
1516,TP_z02_02_1,25,exCU,497,1629.8372000000002,SIE,S023,z02,31.05.2022,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,4.61524288085552,4.617310172854509,4.6131755888565324,3001.918,12632.802
1517,TP_z02_02_1,26,ZYK,498,1831.4884000000002,SIE,S023,z02,01.06.2022,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,,,,,
1518,TP_z02_02_1,27,CU,525,1831.4884000000002,SIE,S023,z02,28.06.2022,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,4.597178383824226,4.601060474806667,4.593296292841785,13636.275,23271.369
1519,TP_z02_02_1,28,ZYK,526,2141.8121,SIE,S023,z02,29.06.2022,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,,,,,
1520,TP_z02_02_1,29,CU,567,2141.8121,SIE,S023,z02,09.08.2022,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,4.56861470474905,4.572301587607293,4.564927821890807,2975.779,12580.225
1521,TP_z02_02_1,30,ZYK,568,2343.4478,SIE,S023,z02,10.08.2022,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,,,,,
1522,TP_z02_02_1,31,exCU,595,2343.4478,SIE,S023,z02,06.09.2022,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,4.553107906956476,4.557096013605556,4.549119800307396,2914.375,12510.483
1523,TP_z02_02_1,32,ZYK,596,2488.2900999999997,SIE,S023,z02,07.09.2022,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,,,,,
1524,TP_z02_02_1,33,AT_T23,629,2488.2900999999997,SIE,S023,z02,27.09.2022,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,23°C,bottom right,4.508653962094945,4.510386960882753,4.506920963307137,1140105.398,1149659.104
1525,TP_z02_02_1,33,AT_T45,623,2488.2900999999997,SIE,S023,z02,27.09.2022,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,45°C,bottom right,4.582951481944413,4.582913706067645,4.582989257821182,621931.864,630919.094
1526,TP_z02_02_1,33,AT_T10,616,2488.2900999999997,SIE,S023,z02,27.09.2022,"Basytec XCTS, SN:560-234",CH04,Binder KB115 #10,10°C,bottom right,4.472113738353437,4.475669301666973,4.468558175039902,18768.021,29138.061
1527,TP_z02_02_2,1,ET_T10,0,0.0,SIE,025,z02,30.01.2023,BaSyTec GSM.X.62.43.0427,CH04,"Binder KB115 #10, SN:20200000019983",10°C,bottom right,4.758320205527775,4.7527676570111055,4.763872754044444,14849.474,25448.443
1528,TP_z02_02_2,1,ET_T45,4,0.0,SIE,025,z02,01.02.2023,BaSyTec GSM.X.62.43.0427,CH04,"Binder KB115 #10, SN:20200000019983",45°C,bottom right,4.960610022550032,4.970432635855572,4.950787409244492,259970.436,269442.61
1529,TP_z02_02_2,1,ET_T23,11,0.0,SIE,025,z02,04.02.2023,BaSyTec GSM.X.62.43.0427,CH04,"Binder KB115 #10, SN:20200000019983",23°C,bottom right,4.85514478792777,4.856903536535523,4.853386039320017,599557.322,609446.462
1530,TP_z02_02_2,2,ZYK,13,110.4316,SIE,025,z02,13.02.2023,BaSyTec GSM.X.62.43.0427,CH04,"Binder KB115 #10, SN:20200000019983",45°C,bottom right,,,,,
1531,TP_z02_02_2,3,CU,22,110.4316,SIE,025,z02,21.02.2023,BaSyTec GSM.X.62.43.0427,CH04,"Binder KB115 #10, SN:20200000019983",23°C,bottom right,4.756087426292218,4.76100916301111,4.751165689573328,19334.717,29202.507
1532,TP_z02_02_2,4,ZYK,22,206.28070000000002,SIE,025,z02,22.02.2023,BaSyTec GSM.X.62.43.0427,CH04,"Binder KB115 #10, SN:20200000019983",45°C,bottom right,,,,,
1533,TP_z02_02_2,5,CU,29,206.37640000000002,SIE,025,z02,28.02.2023,BaSyTec GSM.X.62.43.0427,CH04,"Binder KB115 #10, SN:20200000019983",23°C,bottom right,4.692502805899998,4.697138955195553,4.6878666566044425,17134.774,26968.966
1534,TP_z02_02_2,7,exCU,35,206.53160000000003,SIE,025,z02,07.03.2023,BaSyTec GSM.X.62.43.0427,CH04,"Binder KB115 #10, SN:20200000019983",23°C,bottom right,4.63680586824,4.637755652226667,4.635856084253334,13965.185,23727.655
1535,TP_z02_02_2,8,ZYK,37,393.4076,SIE,025,z02,09.03.2023,BaSyTec GSM.X.62.43.0427,CH04,"Binder KB115 #10, SN:20200000019983",45°C,bottom right,,,,,
1536,TP_z02_02_2,10,ZYK,50,597.3608,SIE,025,z02,22.03.2023,BaSyTec GSM.X.62.43.0427,CH04,"Binder KB115 #10, SN:20200000019983",45°C,bottom right,,,,,
1537,TP_z02_02_2,11,CU,63,597.3608,SIE,025,z02,04.04.2023,BaSyTec GSM.X.62.43.0427,CH04,"Binder KB115 #10, SN:20200000019983",23°C,bottom right,4.511032249461106,4.517955770408883,4.50410872851333,3893.366,13542.617
1538,TP_z02_02_2,12,ZYK,64,801.2424000000001,SIE,025,z02,05.04.2023,BaSyTec GSM.X.62.43.0427,CH04,"Binder KB115 #10, SN:20200000019983",45°C,bottom right,,,,,
1539,TP_z02_02_2,13,exCU,77,801.2424000000001,SIE,025,z02,18.04.2023,BaSyTec GSM.X.62.43.0427,CH04,"Binder KB115 #10, SN:20200000019983",23°C,bottom right,4.404851975058882,4.432580898402216,4.3771230517155475,13400.968,23088.362
1540,TP_z02_02_2,14,ZYK,79,1212.8880000000001,SIE,025,z02,20.04.2023,BaSyTec GSM.X.62.43.0427,CH04,"Binder KB115 #10, SN:20200000019983",45°C,bottom right,,,,,
1541,TP_z02_02_2,15,CU,106,1212.8880000000001,SIE,025,z02,16.05.2023,BaSyTec GSM.X.62.43.0427,CH04,"Binder KB115 #10, SN:20200000019983",23°C,bottom right,4.529991762154438,5.046326624733325,4.013656899575551,16063.803,28220.853
1542,TP_z02_02_2,16,AT_T10,365,1212.8880000000001,SIE,025,z02,30.01.2024,BaSyTec GSM.X.62.43.0427,CH04,"Binder KB115 #10, SN:20200000019983",10°C,bottom right,4.040890259769997,4.0477695868711105,4.034010932668882,15553.301,25458.899
1543,TP_z02_02_2,16,AT_T45,370,1212.8880000000001,SIE,025,z02,30.01.2024,BaSyTec GSM.X.62.43.0427,CH04,"Binder KB115 #10, SN:20200000019983",45°C,bottom right,4.296895807345585,4.301317070353353,4.292474544337818,511616.55,520418.359
1544,TP_z02_02_2,16,AT_T23,373,1212.8880000000001,SIE,025,z02,30.01.2024,BaSyTec GSM.X.62.43.0427,CH04,"Binder KB115 #10, SN:20200000019983",23°C,bottom right,4.182892429877777,4.190352720695529,4.1754321390600255,764627.04,773932.113
1545,TP_z02_03_1,1,ET_T23,11,0.0,SIE,S024,z02,26.09.2021,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,4.82964138905493,4.824033208079165,4.835249570030696,625740.738,635541.101
1546,TP_z02_03_1,1,ET_T45,4,0.0,SIE,S024,z02,23.09.2021,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,45°C,top left,4.924386853171933,4.924602268866265,4.9241714374776,274246.136,283602.609
1547,TP_z02_03_1,1,ET_T10,0,0.0,SIE,S024,z02,21.09.2021,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,10°C,top left,4.773718900258791,4.762657723558399,4.784780076959182,28050.349,38551.458
1548,TP_z02_03_1,2,ZYK,13,53.359,SIE,S024,z02,05.10.2021,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,,,,,
1549,TP_z02_03_1,3,CU,21,53.359,SIE,S024,z02,13.10.2021,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,4.8090169631203405,4.8010963088345875,4.816937617406093,14227.426,24027.059
1550,TP_z02_03_1,4,ZYK,23,106.65899999999999,SIE,S024,z02,15.10.2021,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,,,,,
1551,TP_z02_03_1,5,CU,34,106.65899999999999,SIE,S024,z02,26.10.2021,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,4.801296456309972,4.7935879272491695,4.809004985370775,14207.895,23984.331
1552,TP_z02_03_1,6,ZYK,35,160.045,SIE,S024,z02,27.10.2021,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,,,,,
1553,TP_z02_03_1,7,exCU,42,160.045,SIE,S024,z02,03.11.2021,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,4.785311485579168,4.777279942038545,4.79334302911979,3080.648,12840.012
1554,TP_z02_03_1,8,ZYK,48,266.1336,SIE,S024,z02,09.11.2021,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,,,,,
1555,TP_z02_03_1,9,CU,62,266.1336,SIE,S024,z02,23.11.2021,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,4.759036717618601,4.751626782271077,4.766446652966125,13750.848,23442.517
1556,TP_z02_03_1,10,ZYK,63,363.6672,SIE,S024,z02,24.11.2021,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,,,,,
1557,TP_z02_03_1,11,CU,76,363.6672,SIE,S024,z02,07.12.2021,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,4.742589114528283,4.735872215232127,4.749306013824437,13891.17,23572.435
1558,TP_z02_03_1,12,ZYK,77,454.019,SIE,S024,z02,08.12.2021,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,,,,,
1559,TP_z02_03_1,13,CU,90,665.5216,SIE,S024,z02,21.12.2021,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,4.735732295391472,4.729853294972582,4.741611295810362,13684.789,23397.021
1560,TP_z02_03_1,14,ZYK,90,665.5216,SIE,S024,z02,21.12.2021,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,,,,,
1561,TP_z02_03_1,15,CU,118,665.5216,SIE,S024,z02,18.01.2022,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,4.712407051173141,4.708019804923777,4.716794297422506,16291.816,25986.896
1562,TP_z02_03_1,16,ZYK,119,869.4227000000001,SIE,S024,z02,19.01.2022,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,,,,,
1563,TP_z02_03_1,17,CU,146,869.4227000000001,SIE,S024,z02,15.02.2022,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,4.691897871343643,4.687698111533351,4.696097631153934,13671.827,23341.156
1564,TP_z02_03_1,18,ZYK,147,1073.3249,SIE,S024,z02,16.02.2022,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,,,,,
1565,TP_z02_03_1,19,exCU,174,1073.3249,SIE,S024,z02,15.03.2022,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,4.6725066412269225,4.668526675076619,4.6764866073772255,13589.727,23241.289
1566,TP_z02_03_1,20,ZYK,175,1222.2723,SIE,S024,z02,16.03.2022,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,,,,,
1567,TP_z02_03_1,21,CU,195,1222.4306000000001,SIE,S024,z02,05.04.2022,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,4.654164352916984,4.650430900901989,4.657897804931979,13837.304,23473.552
1568,TP_z02_03_1,22,ZYK,196,1426.4679,SIE,S024,z02,06.04.2022,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,,,,,
1569,TP_z02_03_1,23,CU,223,1426.4679,SIE,S024,z02,03.05.2022,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,4.636517592382315,4.634457133723256,4.6385780510413746,13596.486,23218.09
1570,TP_z02_03_1,24,ZYK,224,1630.3921,SIE,S024,z02,04.05.2022,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,,,,,
1571,TP_z02_03_1,25,exCU,251,1630.3921,SIE,S024,z02,31.05.2022,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,4.616801035178906,4.614444443637467,4.619157626720344,3027.83,12624.474
1572,TP_z02_03_1,26,ZYK,252,1831.9965,SIE,S024,z02,01.06.2022,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,,,,,
1573,TP_z02_03_1,27,CU,279,1831.9965,SIE,S024,z02,28.06.2022,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,4.597163955178555,4.595766125529964,4.598561784827145,13679.528,23266.557
1574,TP_z02_03_1,28,ZYK,280,2142.3555,SIE,S024,z02,29.06.2022,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,,,,,
1575,TP_z02_03_1,29,CU,321,2142.3555,SIE,S024,z02,09.08.2022,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,4.57011566146344,4.567932008874958,4.572299314051921,2992.812,12550.745
1576,TP_z02_03_1,30,ZYK,322,2344.0211,SIE,S024,z02,10.08.2022,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,,,,,
1577,TP_z02_03_1,31,exCU,349,2344.0211,SIE,S024,z02,06.09.2022,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,4.555097402842194,4.55290642486629,4.557288380818099,2919.286,12466.48
1578,TP_z02_03_1,32,ZYK,350,2488.678,SIE,S024,z02,07.09.2022,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,,,,,
1579,TP_z02_03_1,33,AT_T10,370,2488.678,SIE,S024,z02,27.09.2022,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,10°C,top left,4.477617752173339,4.475425682748508,4.47980982159817,18765.56,29030.463
1580,TP_z02_03_1,33,AT_T45,377,2488.678,SIE,S024,z02,27.09.2022,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,45°C,top left,4.588878891343011,4.5840626303593766,4.593695152326646,621945.068,630921.7
1581,TP_z02_03_1,33,AT_T23,383,2488.678,SIE,S024,z02,27.09.2022,"Basytec XCTS, SN:560-234",CH05,Binder KB115 #10,23°C,top left,4.511285541091668,4.507709427476785,4.514861654706553,1140118.425,1149624.599
1582,TP_z02_03_2,1,ET_T23,11,0.0,SIE,139,z02,04.02.2023,BaSyTec GSM.X.62.43.0427,CH05,"Binder KB115 #10, SN:20200000019983",23°C,top left,4.864538193041465,4.857189413575157,4.871886972507774,599539.085,609406.135
1583,TP_z02_03_2,1,ET_T45,4,0.0,SIE,139,z02,01.02.2023,BaSyTec GSM.X.62.43.0427,CH05,"Binder KB115 #10, SN:20200000019983",45°C,top left,4.968736147366897,4.969010931828742,4.968461362905053,259952.259,269420.403
1584,TP_z02_03_2,1,ET_T10,0,0.0,SIE,139,z02,30.01.2023,BaSyTec GSM.X.62.43.0427,CH05,"Binder KB115 #10, SN:20200000019983",10°C,top left,4.755753135718396,4.741361435868737,4.770144835568055,15012.887,25591.636
1585,TP_z02_03_2,2,ZYK,13,110.5133,SIE,139,z02,13.02.2023,BaSyTec GSM.X.62.43.0427,CH05,"Binder KB115 #10, SN:20200000019983",45°C,top left,,,,,
1586,TP_z02_03_2,3,CU,22,110.5133,SIE,139,z02,21.02.2023,BaSyTec GSM.X.62.43.0427,CH05,"Binder KB115 #10, SN:20200000019983",23°C,top left,4.754645959343939,4.752039794739346,4.757252123948533,19342.42,29209.799
1587,TP_z02_03_2,4,ZYK,22,206.40449999999998,SIE,139,z02,22.02.2023,BaSyTec GSM.X.62.43.0427,CH05,"Binder KB115 #10, SN:20200000019983",45°C,top left,,,,,
1588,TP_z02_03_2,5,CU,29,206.5016,SIE,139,z02,28.02.2023,BaSyTec GSM.X.62.43.0427,CH05,"Binder KB115 #10, SN:20200000019983",23°C,top left,4.687935675953918,4.683568298693263,4.692303053214574,17142.919,26982.713
1589,TP_z02_03_2,7,exCU,35,206.6629,SIE,139,z02,07.03.2023,BaSyTec GSM.X.62.43.0427,CH05,"Binder KB115 #10, SN:20200000019983",23°C,top left,4.6244054952664015,4.615693052465756,4.6331179380670475,14019.473,23790.997
1590,TP_z02_03_2,8,ZYK,37,393.4117,SIE,139,z02,09.03.2023,BaSyTec GSM.X.62.43.0427,CH05,"Binder KB115 #10, SN:20200000019983",45°C,top left,,,,,
1591,TP_z02_03_2,9,CU,49,393.4117,SIE,139,z02,21.03.2023,BaSyTec GSM.X.62.43.0427,CH05,"Binder KB115 #10, SN:20200000019983",23°C,top left,4.5429493037224535,4.570179074510536,4.51571953293437,2618.501,12647.764
1592,TP_z02_03_2,10,ZYK,50,597.3735,SIE,139,z02,22.03.2023,BaSyTec GSM.X.62.43.0427,CH05,"Binder KB115 #10, SN:20200000019983",45°C,top left,,,,,
1593,TP_z02_03_2,11,CU,437,597.3735,SIE,139,z02,12.04.2024,BaSyTec X50.X.13.13.0864,CH01,Binder KB53 #03-50970,23°C,top left,4.3791130360842345,4.37572328827012,4.38250278389835,4753.584,14177.85
1594,TP_z02_03_2,12,AT_T10,365,597.3735,SIE,139,z02,30.01.2024,BaSyTec GSM.X.62.43.0427,CH05,"Binder KB115 #10, SN:20200000019983",10°C,top left,4.253186344313143,4.255731208245074,4.250641480381212,15308.672,25415.239
1595,TP_z02_03_2,12,AT_T23,373,597.3735,SIE,139,z02,30.01.2024,BaSyTec GSM.X.62.43.0427,CH05,"Binder KB115 #10, SN:20200000019983",23°C,top left,4.371459049335604,4.368573781593089,4.374344317078117,764721.63,774130.916
