name,value
"u[MILLSTONE,71]",-0.0
"u[DARTMOUTH,71]",489.82743999999843
"u[DIGHTON,71]",700.0000000000045
"u[FORERIVER,71]",675.6918124789928
"u[CLEARLYFLOOD,71]",700.0
"u[VERMONT_YANKEE,71]",-0.0
"u[WESTBROOK,71]",700.0000000000007
"u[DANSKAMMER,71]",-0.0
"u[QUINEBAUG,72]",-0.0
"u[WALLINGFORD,72]",-0.0
"u[RAVENBROOK,72]",-0.0
"u[CANTON,72]",-0.0
"u[SHAFFER,72]",-0.0
"u[WINSLOW,72]",-0.0
"u[FAIRHAVEN,72]",-0.0
"u[CAMELOT,72]",-0.0
"u[BEAVERRIDGE,72]",12.937627855562312
"u[ALBANY_NY_STORAGE,72]",-0.0
"u[GREENFIELD_MA_STORAGE,72]",-0.0
"u[HOLYOKE_MA_STORAGE,72]",-0.0
"u[HARTFORD_CT_STORAGE,72]",-0.0
"u[PROSPECT_CT_STORAGE,72]",-134.22056220560998
"u[NEWHAVEN_CT_STORAGE,72]",-0.0
"u[ANSONIA_CT_STORAGE,72]",-0.0
"u[SOUTHBURY_CT_STORAGE,72]",-0.0
"u[DANBURY_CT_STORAGE,72]",-0.0
"u[GROTON_CT_STORAGE,72]",-0.0
"u[NEWLONDON_CT_STORAGE,72]",-0.0
"u[NEWLONDON2_CT_STORAGE,72]",-0.0
"u[GROTON2_CT_STORAGE,72]",-0.0
"u[MARLBOROUGH_CT_STORAGE,72]",-0.0
"u[PROVIDENCE_RI_STORAGE,72]",-0.0
"u[BOSTON_MA_STORAGE,72]",132.3429997198287
"u[WORCESTER_MA_STORAGE,72]",-0.0
"u[BRIMFIELD_MA_STORAGE,72]",-0.0
"u[FALLRIVER_MA_STORAGE,72]",-0.0
"u[FALLRIVER2_MA_STORAGE,72]",-0.0
"u[BROCKTON_MA_STORAGE,72]",-63.74572636956245
"u[MIDDLEBOROUGH_MA_STORAGE,72]",-0.0
"u[HYANNIS_MA_STORAGE,72]",-0.0
"u[QUINCY_MA_STORAGE,72]",-0.0
"u[BRATTLEBORO_VT_STORAGE,72]",-0.0
"u[NASHUA_NH_STORAGE,72]",-0.0
"u[LITTLETON_MA_STORAGE,72]",-0.0
"u[PORTLAND_ME_STORAGE,72]",-0.0
"u[AUGUSTA_ME_STORAGE,72]",-0.0
"u[TURNERSFALLS_MA_STORAGE,72]",1.8189894035458565e-12
"u[NEWHAVEN2_CT_STORAGE,72]",-0.0
"u[MYSTIC_CT_STORAGE,72]",-0.0
"u[FALLRIVER4_MA_STORAGE,72]",-0.0
"u[FALLRIVER3_MA_STORAGE,72]",-0.0
"u[MIDDLEBOROUGH2_MA_STORAGE,72]",-0.0
"u[HYANNIS2_MA_STORAGE,72]",-0.0
"u[BRATTLEBORO2_VT_STORAGE,72]",-0.0
"u[AUGUSTA2_ME_STORAGE,72]",-0.0
"u[KINGSTON_NY_STORAGE,72]",-0.0
"u[HOLYOKE_DEMAND,72]",228.38493999999997
"u[HARTFORD_DEMAND,72]",363.20000000000005
"u[ANSONIA_DEMAND,72]",169.83232
"u[SOUTHBURY_DEMAND,72]",379.18080000000003
"u[NEWLONDON2_DEMAND,72]",5.448
"u[PROVIDENCE_DEMAND,72]",224.6176
"u[BOSTON_DEMAND,72]",233.63353799999996
"u[BRIMFIELD_DEMAND,72]",112.06465999999999
"u[FALLRIVER2_DEMAND,72]",445.42156
"u[BROCKTON_DEMAND,72]",194.33998
"u[HYANNIS_DEMAND,72]",194.694615
"u[QUINCY_DEMAND,72]",218.880722
"u[BRATTLEBORO_DEMAND,72]",163.14368
"u[NASHUA_DEMAND,72]",92.02078
"u[LITTLETON_DEMAND,72]",199.30487
"u[PORTLAND_DEMAND,72]",136.93026
"u[AUGUSTA_DEMAND,72]",188.445285
"u[NEWHAVEN2_DEMAND,72]",6.68288
"u[KINGSTON_DEMAND,72]",828.28704
"u[SIMONDS,72]",699.9999999999997
"u[BRIDGEPORT,72]",563.2578492708496
"u[MILLSTONE,72]",-0.0
"u[DARTMOUTH,72]",445.42155999999676
"u[DIGHTON,72]",700.0000000000045
"u[FORERIVER,72]",628.5197817289297
"u[CLEARLYFLOOD,72]",699.999999999999
"u[VERMONT_YANKEE,72]",-0.0
"u[WESTBROOK,72]",699.9999999999999
"u[DANSKAMMER,72]",-0.0
"u[QUINEBAUG,73]",-0.0
"u[WALLINGFORD,73]",-0.0
"u[RAVENBROOK,73]",-0.0
"u[CANTON,73]",-0.0
"u[SHAFFER,73]",-0.0
"u[WINSLOW,73]",-0.0
"u[FAIRHAVEN,73]",-0.0
"u[CAMELOT,73]",-0.0
"u[BEAVERRIDGE,73]",10.891219799321277
"u[ALBANY_NY_STORAGE,73]",-0.0
"u[GREENFIELD_MA_STORAGE,73]",-0.0
"u[HOLYOKE_MA_STORAGE,73]",-0.0
"u[HARTFORD_CT_STORAGE,73]",-0.0
"u[PROSPECT_CT_STORAGE,73]",-307.4010856428298
"u[NEWHAVEN_CT_STORAGE,73]",-0.0
"u[ANSONIA_CT_STORAGE,73]",-0.0
"u[SOUTHBURY_CT_STORAGE,73]",-0.0
"u[DANBURY_CT_STORAGE,73]",-0.0
"u[GROTON_CT_STORAGE,73]",-0.0
"u[NEWLONDON_CT_STORAGE,73]",-0.0
"u[NEWLONDON2_CT_STORAGE,73]",-0.0
"u[GROTON2_CT_STORAGE,73]",-0.0
"u[MARLBOROUGH_CT_STORAGE,73]",-0.0
"u[PROVIDENCE_RI_STORAGE,73]",-0.0
"u[BOSTON_MA_STORAGE,73]",-135.49967268579869
"u[WORCESTER_MA_STORAGE,73]",-0.0
"u[BRIMFIELD_MA_STORAGE,73]",-0.0
"u[FALLRIVER_MA_STORAGE,73]",-0.0
"u[FALLRIVER2_MA_STORAGE,73]",-0.0
"u[BROCKTON_MA_STORAGE,73]",63.74572636956245
"u[MIDDLEBOROUGH_MA_STORAGE,73]",-0.0
"u[HYANNIS_MA_STORAGE,73]",-0.0
"u[QUINCY_MA_STORAGE,73]",-0.0
"u[BRATTLEBORO_VT_STORAGE,73]",-0.0
"u[NASHUA_NH_STORAGE,73]",-0.0
"u[LITTLETON_MA_STORAGE,73]",-0.0
"u[PORTLAND_ME_STORAGE,73]",-0.0
"u[AUGUSTA_ME_STORAGE,73]",-0.0
"u[TURNERSFALLS_MA_STORAGE,73]",-0.0
"u[NEWHAVEN2_CT_STORAGE,73]",-0.0
"u[MYSTIC_CT_STORAGE,73]",-0.0
"u[FALLRIVER4_MA_STORAGE,73]",-0.0
"u[FALLRIVER3_MA_STORAGE,73]",-0.0
"u[MIDDLEBOROUGH2_MA_STORAGE,73]",-0.0
"u[HYANNIS2_MA_STORAGE,73]",-0.0
"u[BRATTLEBORO2_VT_STORAGE,73]",-0.0
"u[AUGUSTA2_ME_STORAGE,73]",-0.0
"u[KINGSTON_NY_STORAGE,73]",-0.0
"u[HOLYOKE_DEMAND,73]",210.20482
"u[HARTFORD_DEMAND,73]",330.28999999999996
"u[ANSONIA_DEMAND,73]",154.443604
"u[SOUTHBURY_DEMAND,73]",344.82275999999996
"u[NEWLONDON2_DEMAND,73]",4.95435
"u[PROVIDENCE_DEMAND,73]",208.1216
"u[BOSTON_DEMAND,73]",215.03561399999998
"u[BRIMFIELD_DEMAND,73]",103.14398
"u[FALLRIVER2_DEMAND,73]",409.96468
"u[BROCKTON_DEMAND,73]",178.86994
"u[HYANNIS_DEMAND,73]",179.196345
"u[QUINCY_DEMAND,73]",201.45716600000003
"u[BRATTLEBORO_DEMAND,73]",150.41152
"u[NASHUA_DEMAND,73]",83.70024000000001
"u[LITTLETON_DEMAND,73]",183.43961
"u[PORTLAND_DEMAND,73]",127.58198000000002
"u[AUGUSTA_DEMAND,73]",175.58005500000002
"u[NEWHAVEN2_DEMAND,73]",6.077335999999999
"u[KINGSTON_DEMAND,73]",789.81264
"u[SIMONDS,73]",700.0000000000008
"u[BRIDGEPORT,73]",563.2578492708496
"u[MILLSTONE,73]",-0.0
"u[DARTMOUTH,73]",627.1019600000017
"u[DIGHTON,73]",482.862719999999
"u[FORERIVER,73]",652.1495228888929
"u[CLEARLYFLOOD,73]",699.9999999999997
"u[VERMONT_YANKEE,73]",-0.0
"u[WESTBROOK,73]",700.0000000000008
"u[DANSKAMMER,73]",-0.0
"u[QUINEBAUG,74]",-0.0
"u[WALLINGFORD,74]",-0.0
"u[RAVENBROOK,74]",-0.0
"u[CANTON,74]",-0.0
"u[SHAFFER,74]",-0.0
"u[WINSLOW,74]",-0.0
"u[FAIRHAVEN,74]",-0.0
"u[CAMELOT,74]",-0.0
"u[BEAVERRIDGE,74]",10.704288294183868
"u[ALBANY_NY_STORAGE,74]",-0.0
"u[GREENFIELD_MA_STORAGE,74]",-0.0
"u[HOLYOKE_MA_STORAGE,74]",-0.0
"u[HARTFORD_CT_STORAGE,74]",-0.0
"u[PROSPECT_CT_STORAGE,74]",-158.13736542234906
"u[NEWHAVEN_CT_STORAGE,74]",-0.0
"u[ANSONIA_CT_STORAGE,74]",-0.0
"u[SOUTHBURY_CT_STORAGE,74]",-0.0
"u[DANBURY_CT_STORAGE,74]",-0.0
"u[GROTON_CT_STORAGE,74]",-0.0
"u[NEWLONDON_CT_STORAGE,74]",-0.0
"u[NEWLONDON2_CT_STORAGE,74]",-0.0
"u[GROTON2_CT_STORAGE,74]",-0.0
"u[MARLBOROUGH_CT_STORAGE,74]",-0.0
"u[PROVIDENCE_RI_STORAGE,74]",-0.0
"u[BOSTON_MA_STORAGE,74]",-293.2037451277952
"u[WORCESTER_MA_STORAGE,74]",-0.0
"u[BRIMFIELD_MA_STORAGE,74]",-0.0
"u[FALLRIVER_MA_STORAGE,74]",-0.0
"u[FALLRIVER2_MA_STORAGE,74]",-0.0
"u[BROCKTON_MA_STORAGE,74]",-63.74572636956245
"u[MIDDLEBOROUGH_MA_STORAGE,74]",-0.0
"u[HYANNIS_MA_STORAGE,74]",-0.0
"u[QUINCY_MA_STORAGE,74]",-0.0
"u[BRATTLEBORO_VT_STORAGE,74]",-0.0
"u[NASHUA_NH_STORAGE,74]",-0.0
"u[LITTLETON_MA_STORAGE,74]",-0.0
"u[PORTLAND_ME_STORAGE,74]",-0.0
"u[AUGUSTA_ME_STORAGE,74]",-0.0
"u[TURNERSFALLS_MA_STORAGE,74]",1.1368683772161603e-12
"u[NEWHAVEN2_CT_STORAGE,74]",-0.0
"u[MYSTIC_CT_STORAGE,74]",-0.0
"u[FALLRIVER4_MA_STORAGE,74]",-0.0
"u[FALLRIVER3_MA_STORAGE,74]",-0.0
"u[MIDDLEBOROUGH2_MA_STORAGE,74]",-0.0
"u[HYANNIS2_MA_STORAGE,74]",-0.0
"u[BRATTLEBORO2_VT_STORAGE,74]",-0.0
"u[AUGUSTA2_ME_STORAGE,74]",-0.0
"u[KINGSTON_NY_STORAGE,74]",-0.0
"u[HOLYOKE_DEMAND,74]",199.38562000000002
"u[HARTFORD_DEMAND,74]",310.89
"u[ANSONIA_DEMAND,74]",145.372164
"u[SOUTHBURY_DEMAND,74]",324.56916
"u[NEWLONDON2_DEMAND,74]",4.66335
"u[PROVIDENCE_DEMAND,74]",195.7472
"u[BOSTON_DEMAND,74]",203.967774
"u[BRIMFIELD_DEMAND,74]",97.83518000000001
"u[FALLRIVER2_DEMAND,74]",388.86388000000005
"u[BROCKTON_DEMAND,74]",169.66354
"u[HYANNIS_DEMAND,74]",169.97314500000002
"u[QUINCY_DEMAND,74]",191.088206
"u[BRATTLEBORO_DEMAND,74]",143.29056
"u[NASHUA_DEMAND,74]",78.69624
"u[LITTLETON_DEMAND,74]",173.99801000000002
"u[PORTLAND_DEMAND,74]",123.40224
"u[AUGUSTA_DEMAND,74]",169.82784
"u[NEWHAVEN2_DEMAND,74]",5.720376
"u[KINGSTON_DEMAND,74]",762.63216
"u[SIMONDS,74]",699.9999999999997
"u[BRIDGEPORT,74]",563.2578492708496
"u[MILLSTONE,74]",-0.0
"u[DARTMOUTH,74]",388.86387999999647
"u[DIGHTON,74]",700.0000000000045
"u[FORERIVER,74]",611.8474643546712
"u[CLEARLYFLOOD,74]",699.9999999999999
"u[VERMONT_YANKEE,74]",-0.0
"u[WESTBROOK,74]",699.9999999999994
"u[DANSKAMMER,74]",-0.0
"u[QUINEBAUG,75]",-0.0
"u[WALLINGFORD,75]",-0.0
"u[RAVENBROOK,75]",-0.0
"u[CANTON,75]",-0.0
"u[SHAFFER,75]",-0.0
"u[WINSLOW,75]",-0.0
"u[FAIRHAVEN,75]",-0.0
"u[CAMELOT,75]",-0.0
"u[BEAVERRIDGE,75]",11.009281802565965
"u[ALBANY_NY_STORAGE,75]",-0.0
"u[GREENFIELD_MA_STORAGE,75]",-0.0
"u[HOLYOKE_MA_STORAGE,75]",-0.0
"u[HARTFORD_CT_STORAGE,75]",-0.0
"u[PROSPECT_CT_STORAGE,75]",-434.7893171327906
"u[NEWHAVEN_CT_STORAGE,75]",-0.0
"u[ANSONIA_CT_STORAGE,75]",-0.0
"u[SOUTHBURY_CT_STORAGE,75]",-0.0
"u[DANBURY_CT_STORAGE,75]",-0.0
"u[GROTON_CT_STORAGE,75]",-0.0
"u[NEWLONDON_CT_STORAGE,75]",-0.0
"u[NEWLONDON2_CT_STORAGE,75]",-0.0
"u[GROTON2_CT_STORAGE,75]",-0.0
"u[MARLBOROUGH_CT_STORAGE,75]",-0.0
"u[PROVIDENCE_RI_STORAGE,75]",-0.0
"u[BOSTON_MA_STORAGE,75]",-293.2037451277952
"u[WORCESTER_MA_STORAGE,75]",-0.0
"u[BRIMFIELD_MA_STORAGE,75]",-0.0
"u[FALLRIVER_MA_STORAGE,75]",-0.0
"u[FALLRIVER2_MA_STORAGE,75]",-0.0
"u[BROCKTON_MA_STORAGE,75]",63.74572636956245
"u[MIDDLEBOROUGH_MA_STORAGE,75]",-0.0
"u[HYANNIS_MA_STORAGE,75]",-0.0
"u[QUINCY_MA_STORAGE,75]",-0.0
"u[BRATTLEBORO_VT_STORAGE,75]",-0.0
"u[NASHUA_NH_STORAGE,75]",-0.0
"u[LITTLETON_MA_STORAGE,75]",-0.0
"u[PORTLAND_ME_STORAGE,75]",-0.0
"u[AUGUSTA_ME_STORAGE,75]",-0.0
"u[TURNERSFALLS_MA_STORAGE,75]",-0.0
"u[NEWHAVEN2_CT_STORAGE,75]",-0.0
"u[MYSTIC_CT_STORAGE,75]",-0.0
"u[FALLRIVER4_MA_STORAGE,75]",-0.0
"u[FALLRIVER3_MA_STORAGE,75]",-0.0
"u[MIDDLEBOROUGH2_MA_STORAGE,75]",-0.0
"u[HYANNIS2_MA_STORAGE,75]",-0.0
"u[BRATTLEBORO2_VT_STORAGE,75]",-0.0
"u[AUGUSTA2_ME_STORAGE,75]",-0.0
"u[KINGSTON_NY_STORAGE,75]",-0.0
"u[HOLYOKE_DEMAND,75]",190.74313999999998
"u[HARTFORD_DEMAND,75]",297.45500000000004
"u[ANSONIA_DEMAND,75]",139.08995800000002
"u[SOUTHBURY_DEMAND,75]",310.54302
"u[NEWLONDON2_DEMAND,75]",4.461825
"u[PROVIDENCE_DEMAND,75]",186.8096
"u[BOSTON_DEMAND,75]",195.12667799999997
"u[BRIMFIELD_DEMAND,75]",93.59446
"u[FALLRIVER2_DEMAND,75]",372.00836
"u[BROCKTON_DEMAND,75]",162.30937999999998
"u[HYANNIS_DEMAND,75]",162.60556499999998
"u[QUINCY_DEMAND,75]",182.805382
"u[BRATTLEBORO_DEMAND,75]",138.544
"u[NASHUA_DEMAND,75]",77.94564000000001
"u[LITTLETON_DEMAND,75]",166.45596999999998
"u[PORTLAND_DEMAND,75]",123.07263999999999
"u[AUGUSTA_DEMAND,75]",169.37424
"u[NEWHAVEN2_DEMAND,75]",5.473172
"u[KINGSTON_DEMAND,75]",744.5707199999999
"u[SIMONDS,75]",700.0000000000034
"u[BRIDGEPORT,75]",563.2578492708496
"u[MILLSTONE,75]",-0.0
"u[DARTMOUTH,75]",627.1019600000017
"u[DIGHTON,75]",444.906399999997
"u[FORERIVER,75]",640.9605948176069
"u[CLEARLYFLOOD,75]",699.9999999999989
"u[VERMONT_YANKEE,75]",-0.0
"u[WESTBROOK,75]",699.9999999999991
"u[DANSKAMMER,75]",-0.0
"u[QUINEBAUG,76]",-0.0
"u[WALLINGFORD,76]",-0.0
"u[RAVENBROOK,76]",-0.0
"u[CANTON,76]",-0.0
"u[SHAFFER,76]",-0.0
"u[WINSLOW,76]",-0.0
"u[FAIRHAVEN,76]",-0.0
"u[CAMELOT,76]",-0.0
"u[BEAVERRIDGE,76]",12.45554134231321
"u[ALBANY_NY_STORAGE,76]",-0.0
"u[GREENFIELD_MA_STORAGE,76]",-0.0
"u[HOLYOKE_MA_STORAGE,76]",-0.0
"u[HARTFORD_CT_STORAGE,76]",-0.0
"u[PROSPECT_CT_STORAGE,76]",-485.33872021907194
"u[NEWHAVEN_CT_STORAGE,76]",-0.0
"u[ANSONIA_CT_STORAGE,76]",-0.0
"u[SOUTHBURY_CT_STORAGE,76]",-0.0
"u[DANBURY_CT_STORAGE,76]",-0.0
"u[GROTON_CT_STORAGE,76]",-0.0
"u[NEWLONDON_CT_STORAGE,76]",-0.0
"u[NEWLONDON2_CT_STORAGE,76]",-0.0
"u[GROTON2_CT_STORAGE,76]",-0.0
"u[MARLBOROUGH_CT_STORAGE,76]",-0.0
"u[PROVIDENCE_RI_STORAGE,76]",-0.0
"u[BOSTON_MA_STORAGE,76]",-293.2037451277952
"u[WORCESTER_MA_STORAGE,76]",-0.0
"u[BRIMFIELD_MA_STORAGE,76]",-0.0
"u[FALLRIVER_MA_STORAGE,76]",-0.0
"u[FALLRIVER2_MA_STORAGE,76]",-0.0
"u[BROCKTON_MA_STORAGE,76]",63.74572636956245
"u[MIDDLEBOROUGH_MA_STORAGE,76]",-0.0
"u[HYANNIS_MA_STORAGE,76]",-0.0
"u[QUINCY_MA_STORAGE,76]",-0.0
"u[BRATTLEBORO_VT_STORAGE,76]",-0.0
"u[NASHUA_NH_STORAGE,76]",-0.0
"u[LITTLETON_MA_STORAGE,76]",-0.0
"u[PORTLAND_ME_STORAGE,76]",-0.0
"u[AUGUSTA_ME_STORAGE,76]",-0.0
"u[TURNERSFALLS_MA_STORAGE,76]",1.2505552149377763e-12
"u[NEWHAVEN2_CT_STORAGE,76]",-0.0
"u[MYSTIC_CT_STORAGE,76]",-0.0
"u[FALLRIVER4_MA_STORAGE,76]",-0.0
"u[FALLRIVER3_MA_STORAGE,76]",-0.0
"u[MIDDLEBOROUGH2_MA_STORAGE,76]",-0.0
"u[HYANNIS2_MA_STORAGE,76]",-0.0
"u[BRATTLEBORO2_VT_STORAGE,76]",-0.0
"u[AUGUSTA2_ME_STORAGE,76]",-0.0
"u[KINGSTON_NY_STORAGE,76]",-0.0
"u[HOLYOKE_DEMAND,76]",188.18001999999998
"u[HARTFORD_DEMAND,76]",288.045
"u[ANSONIA_DEMAND,76]",134.689842
"u[SOUTHBURY_DEMAND,76]",300.71898
"u[NEWLONDON2_DEMAND,76]",4.320675
"u[PROVIDENCE_DEMAND,76]",183.2
"u[BOSTON_DEMAND,76]",192.504654
"u[BRIMFIELD_DEMAND,76]",92.33678
"u[FALLRIVER2_DEMAND,76]",367.00948
"u[BROCKTON_DEMAND,76]",160.12834
"u[HYANNIS_DEMAND,76]",160.420545
"u[QUINCY_DEMAND,76]",180.348926
"u[BRATTLEBORO_DEMAND,76]",135.08991999999998
"u[NASHUA_DEMAND,76]",75.3797
"u[LITTLETON_DEMAND,76]",164.21921
"u[PORTLAND_DEMAND,76]",123.51142000000002
"u[AUGUSTA_DEMAND,76]",169.97809500000002
"u[NEWHAVEN2_DEMAND,76]",5.300027999999999
"u[KINGSTON_DEMAND,76]",742.03152
"u[SIMONDS,76]",699.9999999999997
"u[BRIDGEPORT,76]",563.2578492708496
"u[MILLSTONE,76]",-0.0
"u[DARTMOUTH,76]",627.1019600000017
"u[DIGHTON,76]",439.9075199999988
"u[FORERIVER,76]",639.4870033641397
"u[CLEARLYFLOOD,76]",699.9999999999999
"u[VERMONT_YANKEE,76]",-0.0
"u[WESTBROOK,76]",700.0000000000006
"u[DANSKAMMER,76]",-0.0
"u[QUINEBAUG,77]",-0.0
"u[WALLINGFORD,77]",-0.0
"u[RAVENBROOK,77]",-0.0
"u[CANTON,77]",-0.0
"u[SHAFFER,77]",9.00741170110615
"u[WINSLOW,77]",-0.0
"u[FAIRHAVEN,77]",-0.0
"u[CAMELOT,77]",-0.0
"u[BEAVERRIDGE,77]",15.64321542991945
"u[ALBANY_NY_STORAGE,77]",-0.0
"u[GREENFIELD_MA_STORAGE,77]",-0.0
"u[HOLYOKE_MA_STORAGE,77]",-0.0
"u[HARTFORD_CT_STORAGE,77]",-0.0
"u[PROSPECT_CT_STORAGE,77]",-512.941987388614
"u[NEWHAVEN_CT_STORAGE,77]",-0.0
"u[ANSONIA_CT_STORAGE,77]",-0.0
"u[SOUTHBURY_CT_STORAGE,77]",-0.0
"u[DANBURY_CT_STORAGE,77]",-0.0
"u[GROTON_CT_STORAGE,77]",-0.0
"u[NEWLONDON_CT_STORAGE,77]",-0.0
"u[NEWLONDON2_CT_STORAGE,77]",-0.0
"u[GROTON2_CT_STORAGE,77]",-0.0
"u[MARLBOROUGH_CT_STORAGE,77]",-0.0
"u[PROVIDENCE_RI_STORAGE,77]",-0.0
"u[BOSTON_MA_STORAGE,77]",-86.42834025975685
"u[WORCESTER_MA_STORAGE,77]",-0.0
"u[BRIMFIELD_MA_STORAGE,77]",-0.0
"u[FALLRIVER_MA_STORAGE,77]",-0.0
"u[FALLRIVER2_MA_STORAGE,77]",-0.0
"u[BROCKTON_MA_STORAGE,77]",-63.74572636956245
"u[MIDDLEBOROUGH_MA_STORAGE,77]",-0.0
"u[HYANNIS_MA_STORAGE,77]",-0.0
"u[QUINCY_MA_STORAGE,77]",-0.0
"u[BRATTLEBORO_VT_STORAGE,77]",-0.0
"u[NASHUA_NH_STORAGE,77]",-0.0
"u[LITTLETON_MA_STORAGE,77]",-0.0
"u[PORTLAND_ME_STORAGE,77]",-0.0
"u[AUGUSTA_ME_STORAGE,77]",-0.0
"u[TURNERSFALLS_MA_STORAGE,77]",1.1368683772161603e-12
"u[NEWHAVEN2_CT_STORAGE,77]",-0.0
"u[MYSTIC_CT_STORAGE,77]",-0.0
"u[FALLRIVER4_MA_STORAGE,77]",-0.0
"u[FALLRIVER3_MA_STORAGE,77]",-0.0
"u[MIDDLEBOROUGH2_MA_STORAGE,77]",-0.0
"u[HYANNIS2_MA_STORAGE,77]",-0.0
"u[BRATTLEBORO2_VT_STORAGE,77]",-0.0
"u[AUGUSTA2_ME_STORAGE,77]",-5.684341886080801e-13
"u[KINGSTON_NY_STORAGE,77]",-0.0
"u[HOLYOKE_DEMAND,77]",188.89808000000002
"u[HARTFORD_DEMAND,77]",288.33
"u[ANSONIA_DEMAND,77]",134.823108
"u[SOUTHBURY_DEMAND,77]",301.01651999999996
"u[NEWLONDON2_DEMAND,77]",4.324949999999999
"u[PROVIDENCE_DEMAND,77]",183.37279999999998
"u[BOSTON_DEMAND,77]",193.239216
"u[BRIMFIELD_DEMAND,77]",92.68912
"u[FALLRIVER2_DEMAND,77]",368.40992000000006
"u[BROCKTON_DEMAND,77]",160.73936
"u[HYANNIS_DEMAND,77]",161.03268000000003
"u[QUINCY_DEMAND,77]",181.03710400000003
"u[BRATTLEBORO_DEMAND,77]",138.32672
"u[NASHUA_DEMAND,77]",77.25759000000001
"u[LITTLETON_DEMAND,77]",164.84584
"u[PORTLAND_DEMAND,77]",125.27271999999999
"u[AUGUSTA_DEMAND,77]",172.40202
"u[NEWHAVEN2_DEMAND,77]",5.3052719999999995
"u[KINGSTON_DEMAND,77]",757.6972800000001
"u[SIMONDS,77]",699.9999999999997
"u[BRIDGEPORT,77]",563.2578492708496
"u[MILLSTONE,77]",-0.0
"u[DARTMOUTH,77]",627.1019600000017
"u[DIGHTON,77]",441.30795999999856
"u[FORERIVER,77]",605.8179576160567
"u[CLEARLYFLOOD,77]",699.9999999999999
"u[VERMONT_YANKEE,77]",-0.0
"u[WESTBROOK,77]",700.0000000000011
"u[DANSKAMMER,77]",-0.0
"u[QUINEBAUG,78]",-0.0
"u[WALLINGFORD,78]",-0.0
"u[RAVENBROOK,78]",-0.0
"u[CANTON,78]",-0.0
"u[SHAFFER,78]",55.992442578702736
"u[WINSLOW,78]",-0.0
"u[FAIRHAVEN,78]",-0.0
"u[CAMELOT,78]",-0.0
"u[BEAVERRIDGE,78]",17.47317648021192
"u[ALBANY_NY_STORAGE,78]",-0.0
"u[GREENFIELD_MA_STORAGE,78]",-0.0
"u[HOLYOKE_MA_STORAGE,78]",-0.0
"u[HARTFORD_CT_STORAGE,78]",-0.0
"u[PROSPECT_CT_STORAGE,78]",-442.32306561858144
"u[NEWHAVEN_CT_STORAGE,78]",-0.0
"u[ANSONIA_CT_STORAGE,78]",-0.0
"u[SOUTHBURY_CT_STORAGE,78]",-0.0
"u[DANBURY_CT_STORAGE,78]",-0.0
"u[GROTON_CT_STORAGE,78]",-0.0
"u[NEWLONDON_CT_STORAGE,78]",-0.0
"u[NEWLONDON2_CT_STORAGE,78]",-0.0
"u[GROTON2_CT_STORAGE,78]",-0.0
"u[MARLBOROUGH_CT_STORAGE,78]",-0.0
"u[PROVIDENCE_RI_STORAGE,78]",-0.0
"u[BOSTON_MA_STORAGE,78]",-223.35827652013413
"u[WORCESTER_MA_STORAGE,78]",-0.0
"u[BRIMFIELD_MA_STORAGE,78]",-0.0
"u[FALLRIVER_MA_STORAGE,78]",-0.0
"u[FALLRIVER2_MA_STORAGE,78]",-0.0
"u[BROCKTON_MA_STORAGE,78]",63.74572636956245
"u[MIDDLEBOROUGH_MA_STORAGE,78]",-0.0
"u[HYANNIS_MA_STORAGE,78]",-0.0
"u[QUINCY_MA_STORAGE,78]",-0.0
"u[BRATTLEBORO_VT_STORAGE,78]",-0.0
"u[NASHUA_NH_STORAGE,78]",-0.0
"u[LITTLETON_MA_STORAGE,78]",-0.0
"u[PORTLAND_ME_STORAGE,78]",-0.0
"u[AUGUSTA_ME_STORAGE,78]",-0.0
"u[TURNERSFALLS_MA_STORAGE,78]",3.183231456205249e-12
"u[NEWHAVEN2_CT_STORAGE,78]",-0.0
"u[MYSTIC_CT_STORAGE,78]",-0.0
"u[FALLRIVER4_MA_STORAGE,78]",-0.0
"u[FALLRIVER3_MA_STORAGE,78]",-0.0
"u[MIDDLEBOROUGH2_MA_STORAGE,78]",-0.0
"u[HYANNIS2_MA_STORAGE,78]",-0.0
"u[BRATTLEBORO2_VT_STORAGE,78]",-0.0
"u[AUGUSTA2_ME_STORAGE,78]",-0.0
"u[KINGSTON_NY_STORAGE,78]",-0.0
"u[HOLYOKE_DEMAND,78]",196.07546
"u[HARTFORD_DEMAND,78]",299.61
"u[ANSONIA_DEMAND,78]",140.097636
"u[SOUTHBURY_DEMAND,78]",312.79284
"u[NEWLONDON2_DEMAND,78]",4.494149999999999
"u[PROVIDENCE_DEMAND,78]",187.83999999999997
"u[BOSTON_DEMAND,78]",200.58154199999998
"u[BRIMFIELD_DEMAND,78]",96.21094
"u[FALLRIVER2_DEMAND,78]",382.40803999999997
"u[BROCKTON_DEMAND,78]",166.84681999999998
"u[HYANNIS_DEMAND,78]",167.151285
"u[QUINCY_DEMAND,78]",187.915798
"u[BRATTLEBORO_DEMAND,78]",143.93792000000002
"u[NASHUA_DEMAND,78]",80.51019
"u[LITTLETON_DEMAND,78]",171.10933
"u[PORTLAND_DEMAND,78]",135.83022
"u[AUGUSTA_DEMAND,78]",186.931395
"u[NEWHAVEN2_DEMAND,78]",5.512823999999999
"u[KINGSTON_DEMAND,78]",795.3657599999999
